employee_name,user_id,email,role,projects,business_unit,functional_unit,department,team,supervisor
Hope Macey Crane,HMC1322,Hope.Macey.Crane@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Kalia Brenna Luna
Liberty Laura Buchanan,LLB0437,Liberty.Laura.Buchanan@dtaa.com,Manager,Project 1,2 - Executive,6 - PurchasingAndContracts,1 - Purchasing,,Zelenia Ann Reeves
Nicolas Erich Gonzalez,NEG0281,Nicolas.Erich.Gonzalez@dtaa.com,ProjectManager,,2 - Executive,2 - ResearchAndEngineering,1 - ProjectManagement,,Susan Lenore Zimmerman
Nathaniel Mufutau Kinney,NMK0536,Nathaniel.Mufutau.Kinney@dtaa.com,TechnicalWriter,Project 40,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,1 - Publications,Brenda Paloma Allison
Ramona Fredericka Shepherd,RFS0513,Ramona.Fredericka.Shepherd@dtaa.com,SoftwareDeveloper,Project 12,1 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,3 - EmbeddedSoftware,Jakeem Ferris Cash
Theodore Russell Wolf,TRW0667,Theodore.Russell.Wolf@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Chastity Emerald Sweet
Todd Rajah Peterson,TRP0892,Todd.Rajah.Peterson@dtaa.com,Manager,Project 3,1 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,6 - EmbeddedSoftware,Nicolas Hoyt Anthony
Hector Palmer Cooley,HPC1404,Hector.Palmer.Cooley@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Cody Lyle Salinas
Illana Sara Serrano,ISS0508,Illana.Sara.Serrano@dtaa.com,SoftwareDeveloper,Project 2,1 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,3 - EmbeddedSoftware,Jakeem Ferris Cash
Quamar Gavin Burke,QGB0554,Quamar.Gavin.Burke@dtaa.com,ElectricalEngineer,,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,3 - ElectricalEngineering,Colby Christian Warren
Tanner Luke Banks,TLB0894,Tanner.Luke.Banks@dtaa.com,ChiefEngineer,,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,7 - SystemsEngineering,Gwendolyn Darrel Camacho
Zelenia Ivy Noel,ZIN1633,Zelenia.Ivy.Noel@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Dacey Zenaida Miles
Brenda Paloma Allison,BPA0095,Brenda.Paloma.Allison@dtaa.com,Manager,Project 16,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,1 - Publications,Gwendolyn Darrel Camacho
Sharon Nola Avila,SNA0415,Sharon.Nola.Avila@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Rae Yetta Greer
Baker Zahir Chambers,BZC1806,Baker.Zahir.Chambers@dtaa.com,ProductionLineWorker,,1 - Executive,3 - Manufacturing,3 - Assembly,7 - AssemblyDept,Preston Declan Barry
Kenneth Akeem Johns,KAJ1413,Kenneth.Akeem.Johns@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Michelle Yoshi Booker
Iliana Piper Francis,IPF0550,Iliana.Piper.Francis@dtaa.com,MechanicalEngineer,,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,2 - MechanicalEngineering,Blythe Deborah Pugh
Keaton Cain Chavez,KCC1988,Keaton.Cain.Chavez@dtaa.com,Scientist,,1 - Executive,2 - ResearchAndEngineering,2 - Research,6 - Lab,Coby Baxter Nguyen
Hedda Charity Velasquez,HCV0286,Hedda.Charity.Velasquez@dtaa.com,LabManager,,2 - Executive,2 - ResearchAndEngineering,2 - Research,1 - Lab,Phoebe Erin Mcdowell
Graham Isaac Acosta,GIA1171,Graham.Isaac.Acosta@dtaa.com,SoftwareDeveloper,Project 3,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,6 - EmbeddedSoftware,Eden Melodie Ballard
Hope Amethyst Delacruz,HAD0702,Hope.Amethyst.Delacruz@dtaa.com,SoftwareQualityEngineer,Project 34,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,1 - SQA,Brennan Thaddeus Dominguez
Inez Lee Harvey,ILH2000,Inez.Lee.Harvey@dtaa.com,Scientist,,1 - Executive,2 - ResearchAndEngineering,2 - Research,6 - Lab,Coby Baxter Nguyen
Bree Ria Mcclure,BRM1454,Bree.Ria.Mcclure@dtaa.com,Scientist,,2 - Executive,2 - ResearchAndEngineering,2 - Research,3 - Lab,Jacob Berk Benson
Caryn Kelsey William,CKW0915,Caryn.Kelsey.William@dtaa.com,ITAdmin,,1 - Executive,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Keith Jelani Morse
Aspen Justine Hill,AJH0724,Aspen.Justine.Hill@dtaa.com,ElectricalEngineer,,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,3 - EmbeddedSoftware,Raja Casey Decker
Myra Kalia Humphrey,MKH0260,Myra.Kalia.Humphrey@dtaa.com,SecurityGuard,,2 - Executive,1 - Adminstration,6 - Security,1 - BuildingSecurity,Vaughan Chaney Chang
Hector Lance Herring,HLH0682,Hector.Lance.Herring@dtaa.com,ITAdmin,,2 - Executive,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Jessica Jeanette Cline
Nichole Mariko Mercer,NMM0026,Nichole.Mariko.Mercer@dtaa.com,HumanResourceSpecialist,Project 21,1 - Executive,1 - Adminstration,2 - EmployeeRelations,,Karyn Meghan Mooney
Hasad Forrest Mendoza,HFM0465,Hasad.Forrest.Mendoza@dtaa.com,ITAdmin,,1 - Executive,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Justine Paula Mccullough
Mia Ora Black,MOB1071,Mia.Ora.Black@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Carl John Graham
Risa Yen Peterson,RYP0839,Risa.Yen.Peterson@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Prescott Jasper Collins
Brandon Nehru Ellison,BNE1140,Brandon.Nehru.Ellison@dtaa.com,Physicist,,2 - Executive,2 - ResearchAndEngineering,2 - Research,2 - Lab,Harriet Cassidy Patrick
Myra Whoopi Beach,MWB0225,Myra.Whoopi.Beach@dtaa.com,Attorney,,1 - Executive,6 - PurchasingAndContracts,3 - Contracts,,Lisandra Jolene Murphy
Zorita Linda Mullins,ZLM1418,Zorita.Linda.Mullins@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Michelle Yoshi Booker
Judith Deborah Wynn,JDW1019,Judith.Deborah.Wynn@dtaa.com,TestEngineer,Project 7,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,8 - TestAndEvalualtion,Drake Joshua Harrell
Justine Paula Mccullough,JPM0035,Justine.Paula.Mccullough@dtaa.com,Manager,Project 36,1 - Executive,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Dane Elton Mcmahon
Teegan Olivia Lindsay,TOL1914,Teegan.Olivia.Lindsay@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Ann Christine Moreno
Glenna Quon Gilmore,GQG1484,Glenna.Quon.Gilmore@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Lara Yvonne Lopez
Odysseus Keefe Crosby,OKC0155,Odysseus.Keefe.Crosby@dtaa.com,ProductionLineWorker,,1 - Executive,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Bradley Tyrone Nieves
Lyle Lionel Wade,LLW0179,Lyle.Lionel.Wade@dtaa.com,Statistician,,1 - Executive,4 - Finance,3 - FinancialPlanning,,Yolanda Jane Branch
Kai Ashely Gibson,KAG0566,Kai.Ashely.Gibson@dtaa.com,ElectricalEngineer,,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,5 - SystemsEngineering,Kirsten Carol Lambert
Naida Willa Perry,NWP1609,Naida.Willa.Perry@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Freya Mara Gould
Alma Shana Carpenter,ASC1297,Alma.Shana.Carpenter@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Chancellor Rudyard Marks
Charissa Vivien Short,CVS0720,Charissa.Vivien.Short@dtaa.com,ComputerProgrammer,Project 32,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,2 - DesktopSoftware,Arsenio Solomon Herrera
Francis Yardley Conley,FYC0060,Francis.Yardley.Conley@dtaa.com,ProjectManager,,1 - Executive,2 - ResearchAndEngineering,1 - ProjectManagement,,Rina Adena Horn
Geoffrey Eaton Michael,GEM0462,Geoffrey.Eaton.Michael@dtaa.com,SecurityGuard,,1 - Executive,1 - Adminstration,6 - Security,1 - BuildingSecurity,Owen Denton Barber
Avram Elijah Gill,AEG0962,Avram.Elijah.Gill@dtaa.com,ElectricalEngineer,,1 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,6 - EmbeddedSoftware,Todd Rajah Peterson
Preston Reuben Finley,PRF0257,Preston.Reuben.Finley@dtaa.com,AdministrativeAssistant,,2 - Executive,1 - Adminstration,6 - Security,,Marcia Calista Sawyer
Autumn Willow Wells,AWW0676,Autumn.Willow.Wells@dtaa.com,SecurityGuard,,2 - Executive,1 - Adminstration,6 - Security,1 - BuildingSecurity,Vaughan Chaney Chang
Ivor Ciaran Head,ICH1810,Ivor.Ciaran.Head@dtaa.com,ProductionLineWorker,,1 - Executive,3 - Manufacturing,3 - Assembly,7 - AssemblyDept,Preston Declan Barry
Thaddeus James Buck,TJB1012,Thaddeus.James.Buck@dtaa.com,TestEngineer,Project 10,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,8 - TestAndEvalualtion,Drake Joshua Harrell
Juliet Shannon Aguilar,JSA0468,Juliet.Shannon.Aguilar@dtaa.com,ITAdmin,Project 24,1 - Executive,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Justine Paula Mccullough
Regina Sheila Boyer,RSB1054,Regina.Sheila.Boyer@dtaa.com,ProductionLineWorker,,1 - Executive,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Evangeline Yoko Malone
Jonathan Driscoll Mckee,JDM0208,Jonathan.Driscoll.Mckee@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Chastity Emerald Sweet
Britanni Rebecca Martin,BRM0126,Britanni.Rebecca.Martin@dtaa.com,AdministrativeAssistant,,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,6 - TestAndEvalualtion,Kuame Nathaniel Maxwell
Louis James Combs,LJC1146,Louis.James.Combs@dtaa.com,Scientist,,2 - Executive,2 - ResearchAndEngineering,2 - Research,2 - Lab,Harriet Cassidy Patrick
Hanae September Knapp,HSK0369,Hanae.September.Knapp@dtaa.com,AdministrativeAssistant,,2 - Executive,3 - Manufacturing,3 - Assembly,,Reagan Zephr Ballard
Madison Ashely Erickson,MAE0515,Madison.Ashely.Erickson@dtaa.com,ComputerProgrammer,Project 19,1 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,4 - WebSoftware,Christian Chaney Blevins
Arsenio Talon Short,ATS1073,Arsenio.Talon.Short@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Carl John Graham
Iliana Jade Mclaughlin,IJM0603,Iliana.Jade.Mclaughlin@dtaa.com,StockroomClerk,Project 39,1 - Executive,3 - Manufacturing,3 - Assembly,1 - Stockroom,Sydney Genevieve Nichols
Brennan Dieter Frank,BDF0015,Brennan.Dieter.Frank@dtaa.com,Director,,1 - Executive,1 - Adminstration,3 - Training,,Cade Wesley Clayton
Zoe Hope Raymond,ZHR0596,Zoe.Hope.Raymond@dtaa.com,StockroomClerk,,1 - Executive,3 - Manufacturing,3 - Assembly,1 - Stockroom,Sydney Genevieve Nichols
Candice Adara Mullins,CAM0158,Candice.Adara.Mullins@dtaa.com,ProductionLineWorker,,1 - Executive,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Bradley Tyrone Nieves
Kennedy Kenyon Pitts,KKP1311,Kennedy.Kenyon.Pitts@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Kalia Brenna Luna
Shelly Lilah May,SLM1526,Shelly.Lilah.May@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Yvette Naomi Cortez
Nyssa Buffy Mercer,NBM1257,Nyssa.Buffy.Mercer@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Rebecca Maya Haynes
Ora Illiana Petersen,OIP1053,Ora.Illiana.Petersen@dtaa.com,ProductionLineWorker,,1 - Executive,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Evangeline Yoko Malone
Griffith Xenos Miles,GXM1952,Griffith.Xenos.Miles@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Rhona Maite Kennedy
Beverly Jaden Myers,BJM1314,Beverly.Jaden.Myers@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Kalia Brenna Luna
Cruz Steven Bentley,CSB0990,Cruz.Steven.Bentley@dtaa.com,SystemsEngineer,,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,7 - SystemsEngineering,Tanner Luke Banks
Althea Jeanette Terry,AJT0419,Althea.Jeanette.Terry@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Rae Yetta Greer
Kendall Stacy Winters,KSW0708,Kendall.Stacy.Winters@dtaa.com,SoftwareQualityEngineer,Project 17,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,1 - SQA,Brennan Thaddeus Dominguez
Xenos Dylan Marshall,XDM0723,Xenos.Dylan.Marshall@dtaa.com,ElectricalEngineer,,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,3 - EmbeddedSoftware,Raja Casey Decker
Candice Blythe Delaney,CBD1574,Candice.Blythe.Delaney@dtaa.com,ProductionLineWorker,,1 - Executive,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Daniel Aquila Chandler
Judith Skyler Bray,JSB1915,Judith.Skyler.Bray@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Ann Christine Moreno
Sage Cecilia Irwin,SCI0778,Sage.Cecilia.Irwin@dtaa.com,ElectricalEngineer,,2 - Executive,2 - ResearchAndEngineering,4 - Engineering,3 - ElectricalEngineering,Graham Paul Silva
Carol Eve Burns,CEB1879,Carol.Eve.Burns@dtaa.com,Physicist,,2 - Executive,2 - ResearchAndEngineering,2 - Research,5 - Lab,Keiko Quon Mccarthy
Nerea Fredericka Jarvis,NFJ1694,Nerea.Fredericka.Jarvis@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Flynn Malachi Hurley
Odette Hayley Richardson,OHR0583,Odette.Hayley.Richardson@dtaa.com,Technician,,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,6 - TestAndEvalualtion,Kuame Nathaniel Maxwell
Carla Stella Ewing,CSE0417,Carla.Stella.Ewing@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Rae Yetta Greer
Nicole Jemima Kirk,NJK1732,Nicole.Jemima.Kirk@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Ethan Branden Garrett
Mohammad Caldwell Carroll,MCC1372,Mohammad.Caldwell.Carroll@dtaa.com,ProductionLineWorker,,1 - Executive,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Kuame Dale Graves
Cassandra Sigourney Velasquez,CSV1242,Cassandra.Sigourney.Velasquez@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Rebecca Maya Haynes
Iliana Glenna Nelson,IGN0206,Iliana.Glenna.Nelson@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Chastity Emerald Sweet
Thomas August Hammond,TAH0300,Thomas.August.Hammond@dtaa.com,Manager,,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,4 - WebSoftware,Pascale Kitra Simmons
Erica Zephr Gay,EZG0968,Erica.Zephr.Gay@dtaa.com,ElectricalEngineer,Project 30,1 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,6 - EmbeddedSoftware,Todd Rajah Peterson
Benedict Leo Compton,BLC1263,Benedict.Leo.Compton@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Rebecca Maya Haynes
Idola Blossom Santiago,IBS1682,Idola.Blossom.Santiago@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Flynn Malachi Hurley
Wade Martin Hubbard,WMH1300,Wade.Martin.Hubbard@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Kalia Brenna Luna
Caesar Camden Caldwell,CCC1900,Caesar.Camden.Caldwell@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Ann Christine Moreno
Carson Melvin Duncan,CMD0127,Carson.Melvin.Duncan@dtaa.com,Technician,,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,6 - TestAndEvalualtion,Kuame Nathaniel Maxwell
Jared Boris Long,JBL1657,Jared.Boris.Long@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Dacey Zenaida Miles
Marshall Channing Bernard,MCB0227,Marshall.Channing.Bernard@dtaa.com,Attorney,,1 - Executive,6 - PurchasingAndContracts,3 - Contracts,,Lisandra Jolene Murphy
Martena Britanni Walters,MBW1149,Martena.Britanni.Walters@dtaa.com,Scientist,,2 - Executive,2 - ResearchAndEngineering,2 - Research,2 - Lab,Harriet Cassidy Patrick
Blaine Merritt Cameron,BMC0650,Blaine.Merritt.Cameron@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Chaney Daquan Lee
Emily Audrey Peterson,EAP0312,Emily.Audrey.Peterson@dtaa.com,SoftwareDeveloper,Project 25,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,3 - EmbeddedSoftware,Raja Casey Decker
Gretchen Shoshana Howard,GSH1262,Gretchen.Shoshana.Howard@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Rebecca Maya Haynes
Benjamin Daquan Petersen,BDP1162,Benjamin.Daquan.Petersen@dtaa.com,SoftwareDeveloper,Project 32,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,5 - DesktopSoftware,Allegra Genevieve Buckner
Dean Odysseus Russell,DOR0935,Dean.Odysseus.Russell@dtaa.com,Mathematician,,1 - Executive,2 - ResearchAndEngineering,2 - Research,2 - Lab,Anthony Buckminster Maxwell
Ora Dora Gates,ODG1158,Ora.Dora.Gates@dtaa.com,ComputerProgrammer,Project 35,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,5 - DesktopSoftware,Allegra Genevieve Buckner
Hiram Wallace Rice,HWR1573,Hiram.Wallace.Rice@dtaa.com,ProductionLineWorker,,1 - Executive,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Daniel Aquila Chandler
Hasad Jason Leon,HJL1631,Hasad.Jason.Leon@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Dacey Zenaida Miles
Hilel Cruz Evans,HCE1200,Hilel.Cruz.Evans@dtaa.com,SystemsEngineer,,2 - Executive,2 - ResearchAndEngineering,4 - Engineering,7 - SystemsEngineering,Amos Albert Carney
Zenia Kristen Petty,ZKP0542,Zenia.Kristen.Petty@dtaa.com,MechanicalEngineer,,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,2 - MechanicalEngineering,Blythe Deborah Pugh
Rogan Alden Talley,RAT0514,Rogan.Alden.Talley@dtaa.com,ElectricalEngineer,,1 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,3 - EmbeddedSoftware,Jakeem Ferris Cash
Desirae Dawn Rosales,DDR1876,Desirae.Dawn.Rosales@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Allegra Leila Mcclain
Nichole Holly Dyer,NHD0247,Nichole.Holly.Dyer@dtaa.com,HumanResourceSpecialist,Project 4,2 - Executive,1 - Adminstration,1 - Personnel,,Selma Tatyana Warner
Wade Jared Miles,WJM1922,Wade.Jared.Miles@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Ann Christine Moreno
Herrod Solomon Vazquez,HSV0878,Herrod.Solomon.Vazquez@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Hedda Imani Kline
Nyssa Ila Mclean,NIM1203,Nyssa.Ila.Mclean@dtaa.com,SystemsEngineer,Project 32,2 - Executive,2 - ResearchAndEngineering,4 - Engineering,7 - SystemsEngineering,Amos Albert Carney
Deborah Yen Nash,DYN1105,Deborah.Yen.Nash@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Moana Gemma Talley
Zane Phelan Gordon,ZPG1909,Zane.Phelan.Gordon@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Ann Christine Moreno
Kuame Jerry Horton,KJH0475,Kuame.Jerry.Horton@dtaa.com,Physicist,,1 - Executive,2 - ResearchAndEngineering,2 - Research,1 - Lab,Kimberly Molly Graves
Elijah Wylie Price,EWP1316,Elijah.Wylie.Price@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Kalia Brenna Luna
Hamilton Jerry Allen,HJA1954,Hamilton.Jerry.Allen@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Hamish Walker Solis
Alika Odessa Clayton,AOC1283,Alika.Odessa.Clayton@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Chancellor Rudyard Marks
Igor Lucian Rowland,ILR1613,Igor.Lucian.Rowland@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Freya Mara Gould
Adria Abra Olsen,AAO1919,Adria.Abra.Olsen@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Ann Christine Moreno
Breanna Blossom Gill,BBG0378,Breanna.Blossom.Gill@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Prescott Jasper Collins
Jenna Aimee Barker,JAB1917,Jenna.Aimee.Barker@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Ann Christine Moreno
Jaden Venus Mcgowan,JVM0772,Jaden.Venus.Mcgowan@dtaa.com,ElectricalEngineer,Project 9,2 - Executive,2 - ResearchAndEngineering,4 - Engineering,3 - ElectricalEngineering,Graham Paul Silva
Georgia Kristen Mccarty,GKM1647,Georgia.Kristen.Mccarty@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Dacey Zenaida Miles
Quemby Eugenia Lindsay,QEL1515,Quemby.Eugenia.Lindsay@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Raymond Edward Larson
Brian Thaddeus Vasquez,BTV1433,Brian.Thaddeus.Vasquez@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Michelle Yoshi Booker
Hall Lewis Gay,HLG1851,Hall.Lewis.Gay@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Allegra Leila Mcclain
Clayton Raymond Conner,CRC0217,Clayton.Raymond.Conner@dtaa.com,PurchasingClerk,Project 15,1 - Executive,6 - PurchasingAndContracts,1 - Purchasing,,Cameron Keaton Pacheco
Ursa Sara Wood,USW1994,Ursa.Sara.Wood@dtaa.com,Mathematician,,1 - Executive,2 - ResearchAndEngineering,2 - Research,6 - Lab,Coby Baxter Nguyen
Calvin Wayne Watson,CWW1120,Calvin.Wayne.Watson@dtaa.com,ITAdmin,,2 - Executive,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Darrel Naida Walton
Arthur Travis Orr,ATO0307,Arthur.Travis.Orr@dtaa.com,SoftwareEngineer,Project 35,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,2 - DesktopSoftware,Arsenio Solomon Herrera
Gay Ivory Cash,GIC1151,Gay.Ivory.Cash@dtaa.com,Scientist,,2 - Executive,2 - ResearchAndEngineering,2 - Research,2 - Lab,Harriet Cassidy Patrick
Christian Alfonso Harrison,CAH0149,Christian.Alfonso.Harrison@dtaa.com,StockroomClerk,,1 - Executive,3 - Manufacturing,3 - Assembly,1 - Stockroom,Sydney Genevieve Nichols
Murphy Harding Swanson,MHS1277,Murphy.Harding.Swanson@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Chancellor Rudyard Marks
Giacomo Francis Shelton,GFS0555,Giacomo.Francis.Shelton@dtaa.com,ElectricalEngineer,,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,3 - ElectricalEngineering,Colby Christian Warren
Blaine Barrett Cooke,BBC1191,Blaine.Barrett.Cooke@dtaa.com,ComputerProgrammer,Project 2,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,7 - WebSoftware,Jackson Timothy Sullivan
Herrod Jonathan Woodard,HJW0947,Herrod.Jonathan.Woodard@dtaa.com,ComputerScientist,Project 46,1 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,5 - DesktopSoftware,Rashad Rudyard Castro
Priscilla Molly Cooper,PMC1560,Priscilla.Molly.Cooper@dtaa.com,Mathematician,,1 - Executive,2 - ResearchAndEngineering,2 - Research,4 - Lab,Ulla Megan Henry
Zena Xantha Roberson,ZXR1452,Zena.Xantha.Roberson@dtaa.com,Physicist,,2 - Executive,2 - ResearchAndEngineering,2 - Research,3 - Lab,Jacob Berk Benson
Duncan Lionel Walton,DLW0349,Duncan.Lionel.Walton@dtaa.com,SystemsEngineer,,2 - Executive,2 - ResearchAndEngineering,4 - Engineering,5 - SystemsEngineering,Ila Marcia Roman
Julian Vaughan Hernandez,JVH1575,Julian.Vaughan.Hernandez@dtaa.com,ProductionLineWorker,,1 - Executive,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Daniel Aquila Chandler
Phelan Raymond Donaldson,PRD0922,Phelan.Raymond.Donaldson@dtaa.com,ITAdmin,Project 32,1 - Executive,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Keith Jelani Morse
Blair Hiram Middleton,BHM1707,Blair.Hiram.Middleton@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Ethan Branden Garrett
